policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index,review_1,review_2,primary_paramater,alt_parameter_1,alt_parameter_2,alt_parameter_3,alt_parameter_4,alt_parameter_5,alt_parameter_6,notes,review_agreement
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",3,0.5625,"Living and minimum wages
Companies should make arrangements to ensure that workers' take-home earnings exceed the minimum wage
stipulated by local laws and regulations.",23,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",4,0.5392,"This standard applies to the entirety of the compensation possible for a worker, including, but not limited to, base pay,
bonus and incentive pay, and hazard pay.",236,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",5,0.5331,"If living wage rates exist for the area, then they must be applied instead of minimum wage numbers.",114,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.6367,"This standard applies to the entirety of the compensation possible for a worker, including, but not limited to, base pay,
bonus and incentive pay, and hazard pay.",236,Yes,Yes,The policy includes references to extra pay/bonus for dangerous or high-risk work.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,3,0.5428,"Thus, companies need to arrange measures that act as safety nets, worker care for hazardous
work, and as guarantees on earnings.",91,Yes,Yes,The policy includes references to extra pay/bonus for dangerous or high-risk work.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,5,0.4893,"Hazard pay for dangerous forms of work
Companies need to have a ""hazard pay"" system in place for work that can harm the workers handling the
data/content.",167,Yes,Yes,The policy includes references to extra pay/bonus for dangerous or high-risk work.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.5431,"Ensuring substantial periods of work
Companies need to ensure that they assign people work on as constant a basis as possible.",117,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",4,0.5219,This standard’s recommendation of providing breaktime relative to the hours of work done is tentative.,107,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,2,0.5663,"Termination policy governing removal of workers
Companies should provide a termination policy to workers that outlines the possible grounds for termination and the
notice period.",143,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,3,0.5640,"Termination practices need to
be transparent, justifiable,and should allow appeals and redressal for workers.",141,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,5,0.4934,"Termination has been discussed as a format
for intimidation and retaliation against workers attempting to raise issues or take action.",140,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.5747,"Based on this data, companies should work
with the workers to set the task rates.",200,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",2,0.5713,"Discussions between labor and workers on matters like performance
evaluation, or how task rates consider workers’ time and effort, can help build fairer processes for reviewing and
compensating data workers.",198,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
